instrument_token,tradingsymbol,name,expiry,strike,tick_size,lot_size,exchange,instrument_type,segment,isin,freeze_quantity
5668097,731WB34-SG,SDL WB 7.31% 2034,,0.0,0.01,100,NSE,EQ,NSE,,
5668353,72WB30-SG,SDL WB 7.2% 2030,,0.0,0.01,100,NSE,EQ,NSE,,
5668609,705WB30-SG,SDL WB 7.05% 2030,,0.0,0.01,100,NSE,EQ,NSE,,
5668865,718WB35-SG,SDL WB 7.18% 2035,,0.0,0.01,100,NSE,EQ,NSE,,
5669121,695WB35-SG,SDL WB 6.95% 2035,,0.0,0.01,100,NSE,EQ,NSE,,
5669377,726WB34-SG,SDL WB 7.26% 2034,,0.0,0.01,100,NSE,EQ,NSE,,
5669633,723WB30-SG,SDL WB 7.23% 2030,,0.0,0.01,100,NSE,EQ,NSE,,
5669889,719WB29-SG,SDL WB 7.19% 2029,,0.0,0.01,100,NSE,EQ,NSE,,
5670145,698WB35-SG,SDL WB 6.98% 2035,,0.0,0.01,100,NSE,EQ,NSE,,
5670401,715WB35-SG,SDL WB 7.15% 2035,,0.0,0.01,100,NSE,EQ,NSE,,
5670657,71WB30-SG,SDL WB 7.1% 2030,,0.0,0.01,100,NSE,EQ,NSE,,
5670913,730WB29-SG,SDL WB 7.30% 2029,,0.0,0.01,100,NSE,EQ,NSE,,
5671169,729WB29-SG,SDL WB 7.29% 2029,,0.0,0.01,100,NSE,EQ,NSE,,
5671425,714SK30-SG,SDL SK 7.14% 2030,,0.0,0.01,100,NSE,EQ,NSE,,
5671681,728SK30-SG,SDL SK 7.28% 2030,,0.0,0.01,100,NSE,EQ,NSE,,
5671937,695SK30-SG,SDL SK 6.95% 2030,,0.0,0.01,100,NSE,EQ,NSE,,
5672193,711CG30-SG,SDL CG 7.11% 2030,,0.0,0.01,100,NSE,EQ,NSE,,
5672449,759CG30-SG,SDL CG 7.59% 2030,,0.0,0.01,100,NSE,EQ,NSE,,
5672705,708CG30-SG,SDL CG 7.08% 2030,,0.0,0.01,100,NSE,EQ,NSE,,
5672961,717CG30-SG,SDL CG 7.17% 2030,,0.0,0.01,100,NSE,EQ,NSE,,
5673217,718CG27-SG,SDL CG 7.18% 2027,,0.0,0.01,100,NSE,EQ,NSE,,
5673473,735CG30-SG,SDL CG 7.35% 2030,,0.0,0.01,100,NSE,EQ,NSE,,
5673729,718CG30-SG,SDL CG 7.18% 2030,,0.0,0.01,100,NSE,EQ,NSE,,
5673985,710UK30-SG,SDL UK 7.10% 2030,,0.0,0.01,100,NSE,EQ,NSE,,
5674241,745UK30-SG,SDL UK 7.45% 2030,,0.0,0.01,100,NSE,EQ,NSE,,
5674497,706UK30-SG,SDL UK 7.06% 2030,,0.0,0.01,100,NSE,EQ,NSE,,
5674753,717UK29-SG,SDL UK 7.17% 2029,,0.0,0.01,100,NSE,EQ,NSE,,
5675009,688UK30-SG,SDL UK 6.88% 2030,,0.0,0.01,100,NSE,EQ,NSE,,
5675265,711UK30-SG,SDL UK 7.11% 2030,,0.0,0.01,100,NSE,EQ,NSE,,
5675521,704UK30-SG,SDL UK 7.04% 2030,,0.0,0.01,100,NSE,EQ,NSE,,
5675777,729UK29-SG,SDL UK 7.29% 2029,,0.0,0.01,100,NSE,EQ,NSE,,
5676033,69UK30-SG,SDL UK 6.9% 2030,,0.0,0.01,100,NSE,EQ,NSE,,
5676289,654WB35-SG,SDL WB 6.54% 2035,,0.0,0.01,100,NSE,EQ,NSE,,
5676545,65WB30-SG,SDL WB 6.5% 2030,,0.0,0.01,100,NSE,EQ,NSE,,
5676801,799WB35-SG,SDL WB 7.99% 2035,,0.0,0.01,100,NSE,EQ,NSE,,
5677057,665WB30-SG,SDL WB 6.65% 2030,,0.0,0.01,100,NSE,EQ,NSE,,
5677313,735WB30-SG,SDL WB 7.35% 2030,,0.0,0.01,100,NSE,EQ,NSE,,
5677569,655WB30-SG,SDL WB 6.55% 2030,,0.0,0.01,100,NSE,EQ,NSE,,
5677825,658JK30-SG,SDL JK 6.58% 2030,,0.0,0.01,100,NSE,EQ,NSE,,
5678081,662JK30-SG,SDL JK 6.62% 2030,,0.0,0.01,100,NSE,EQ,NSE,,
5678337,815JK30-SG,SDL JK 8.15% 2030,,0.0,0.01,100,NSE,EQ,NSE,,
5678593,679JK30-SG,SDL JK 6.79% 2030,,0.0,0.01,100,NSE,EQ,NSE,,
5678849,664TS50-SG,SDL TS 6.64% 2050,,0.0,0.01,100,NSE,EQ,NSE,,
5679873,624TS26-SG,SDL TS 6.24% 2026,,0.0,0.01,100,NSE,EQ,NSE,,
5680129,765TS30-SG,SDL TS 7.65% 2030,,0.0,0.01,100,NSE,EQ,NSE,,
5680385,750TS28-SG,SDL TS 7.50% 2028,,0.0,0.01,100,NSE,EQ,NSE,,
5680641,699TS28-SG,SDL TS 6.99% 2028,,0.0,0.01,100,NSE,EQ,NSE,,
5680897,698TS28-SG,SDL TS 6.98% 2028,,0.0,0.01,100,NSE,EQ,NSE,,
5681153,672TS26-SG,SDL TS 6.72% 2026,,0.0,0.01,100,NSE,EQ,NSE,,
5681921,660TS30-SG,SDL TS 6.60% 2030,,0.0,0.01,100,NSE,EQ,NSE,,
5682177,726JH27-SG,SDL JH 7.26% 2027,,0.0,0.01,100,NSE,EQ,NSE,,
5682433,737JH31-SG,SDL JH 7.37% 2031,,0.0,0.01,100,NSE,EQ,NSE,,
5682689,705JH30-SG,SDL JH 7.05% 2030,,0.0,0.01,100,NSE,EQ,NSE,,
5682945,810JH32-SG,SDL JH 8.10% 2032,,0.0,0.01,100,NSE,EQ,NSE,,
5683201,699JH30-SG,SDL JH 6.99% 2030,,0.0,0.01,100,NSE,EQ,NSE,,
5683457,785UK30-SG,SDL UK 7.85% 2030,,0.0,0.01,100,NSE,EQ,NSE,,
5683713,735UK30-SG,SDL UK 7.35% 2030,,0.0,0.01,100,NSE,EQ,NSE,,
5683969,739TS59-SG,SDL TS 7.39% 2059,,0.0,0.01,100,NSE,EQ,NSE,,
5684225,799TS35-SG,SDL TS 7.99% 2035,,0.0,0.01,100,NSE,EQ,NSE,,
5684481,799TS30-SG,SDL TS 7.99% 2030,,0.0,0.01,100,NSE,EQ,NSE,,
5684737,731TS60-SG,SDL TS 7.31% 2060,,0.0,0.01,100,NSE,EQ,NSE,,
5684993,694TS60-SG,SDL TS 6.94% 2060,,0.0,0.01,100,NSE,EQ,NSE,,
5685249,735TS30-SG,SDL TS 7.35% 2030,,0.0,0.01,100,NSE,EQ,NSE,,
5685761,725TS28-SG,SDL TS 7.25% 2028,,0.0,0.01,100,NSE,EQ,NSE,,
5686017,743TS54-SG,SDL TS 7.43% 2054,,0.0,0.01,100,NSE,EQ,NSE,,
5686273,717PN30-SG,SDL PN 7.17% 2030,,0.0,0.01,100,NSE,EQ,NSE,,
5686529,718UP30-SG,SDL UP 7.18% 2030,,0.0,0.01,100,NSE,EQ,NSE,,
5686785,717GJ30-SG,SDL GJ 7.17% 2030,,0.0,0.01,100,NSE,EQ,NSE,,
5687041,722AP31-SG,SDL AP 7.22% 2031,,0.0,0.01,100,NSE,EQ,NSE,,
5687297,717BR30-SG,SDL BR 7.17% 2030,,0.0,0.01,100,NSE,EQ,NSE,,
5687553,729GA29-SG,SDL GA 7.29% 2029,,0.0,0.01,100,NSE,EQ,NSE,,
5687809,714KA29-SG,SDL KA 7.14% 2029,,0.0,0.01,100,NSE,EQ,NSE,,
5688065,685WB30-SG,SDL WB 6.85% 2030,,0.0,0.01,100,NSE,EQ,NSE,,
5688321,717PN30A-SG,SDL PN 7.17% 2030,,0.0,0.01,100,NSE,EQ,NSE,,
5688577,718UP30A-SG,SDL UP 7.18% 2030,,0.0,0.01,100,NSE,EQ,NSE,,
5688833,717GJ30A-SG,SDL GJ 7.17% 2030,,0.0,0.01,100,NSE,EQ,NSE,,
5689089,717BR30A-SG,SDL BR 7.17% 2030,,0.0,0.01,100,NSE,EQ,NSE,,
5689345,729GA29A-SG,SDL GA 7.29% 2029,,0.0,0.01,100,NSE,EQ,NSE,,
5689601,714KA29A-SG,SDL KA 7.14% 2029,,0.0,0.01,100,NSE,EQ,NSE,,
5689857,685WB30A-SG,SDL WB 6.85% 2030,,0.0,0.01,100,NSE,EQ,NSE,,
5691649,DHUNINV,DHUNSERI INVESTMENTS,,0.0,0.1,1,NSE,EQ,NSE,,
5691905,757BOB24-N0,,,0.0,0.01,1,NSE,EQ,NSE,,
5693185,EBBETF0431,EDELAMC - EBBETF0431,,0.0,0.01,1,NSE,EQ,NSE,,
5693953,SGBJUL28IV-GB,2.50%GOLDBONDS2028SR-IV,,0.0,0.01,1,NSE,EQ,NSE,,
5697281,NDRAUTO,NDR AUTO COMPONENTS,,0.0,0.05,1,NSE,EQ,NSE,,
5698817,65GA30-SG,SDL GA 6.5% 2030,,0.0,0.01,100,NSE,EQ,NSE,,
5699073,644UP30-SG,SDL UP 6.44% 2030,,0.0,0.01,100,NSE,EQ,NSE,,
5699329,649TS50-SG,SDL TS 6.49% 2050,,0.0,0.01,100,NSE,EQ,NSE,,
5699585,649AP33-SG,SDL AP 6.49% 2033,,0.0,0.01,100,NSE,EQ,NSE,,
5699841,64KA30-SG,SDL KA 6.4% 2030,,0.0,0.01,100,NSE,EQ,NSE,,
5700097,64KA31-SG,SDL KA 6.4% 2031,,0.0,0.01,100,NSE,EQ,NSE,,
5700353,636HP28-SG,SDL HP 6.36% 2028,,0.0,0.01,100,NSE,EQ,NSE,,
5700865,646WB30-SG,SDL WB 6.46% 2030,,0.0,0.01,100,NSE,EQ,NSE,,
5701633,62RJ27-SG,SDL RJ 6.2% 2027,,0.0,0.01,100,NSE,EQ,NSE,,
5702913,WORTHPERI,WORTH PERIPHERALS,,0.0,0.01,1,NSE,EQ,NSE,,
5704193,TIRUPATIFL,TIRUPATI FORGE,,0.0,0.01,1,NSE,EQ,NSE,,
5706753,577GS2030-GS,GOI LOAN 5.77% 2030,,0.0,0.01,1,NSE,EQ,NSE,,
5707009,65RJ50-SG,SDL RJ 6.5% 2050,,0.0,0.01,100,NSE,EQ,NSE,,
5707265,655AP35-SG,SDL AP 6.55% 2035,,0.0,0.01,100,NSE,EQ,NSE,,
5707521,65AP38-SG,SDL AP 6.5% 2038,,0.0,0.01,100,NSE,EQ,NSE,,
5707777,64GJ30-SG,SDL GJ 6.4% 2030,,0.0,0.01,100,NSE,EQ,NSE,,
5708033,654MP35-SG,SDL MP 6.54% 2035,,0.0,0.01,100,NSE,EQ,NSE,,
5708289,642PN30-SG,SDL PN 6.42% 2030,,0.0,0.01,100,NSE,EQ,NSE,,
5708545,648HR40-SG,SDL HR 6.48% 2040,,0.0,0.01,100,NSE,EQ,NSE,,
5709057,645MN30-SG,SDL MN 6.45% 2030,,0.0,0.01,100,NSE,EQ,NSE,,
5709313,632KA28-SG,SDL KA 6.32% 2028,,0.0,0.01,100,NSE,EQ,NSE,,
5709569,646JK30-SG,SDL JK 6.46% 2030,,0.0,0.01,100,NSE,EQ,NSE,,
5709825,652TS50-SG,SDL TS 6.52% 2050,,0.0,0.01,100,NSE,EQ,NSE,,
5710849,MINDSPACE-RR,MINDSPACE BUSINESS P REIT,,0.0,0.01,1,NSE,EQ,NSE,,
5716993,660AP39-SG,SDL AP 6.60% 2039,,0.0,0.01,100,NSE,EQ,NSE,,
5717249,660AP40-SG,SDL AP 6.60% 2040,,0.0,0.01,100,NSE,EQ,NSE,,
5717761,648KA30-SG,SDL KA 6.48% 2030,,0.0,0.01,100,NSE,EQ,NSE,,
5718017,649KA31-SG,SDL KA 6.49% 2031,,0.0,0.01,100,NSE,EQ,NSE,,
5718273,644GJ29A-SG,SDL GJ 6.44% 2029,,0.0,0.01,100,NSE,EQ,NSE,,
5718529,661MP35-SG,SDL MP 6.61% 2035,,0.0,0.01,100,NSE,EQ,NSE,,
5719041,646RJ30-SG,SDL RJ 6.46% 2030,,0.0,0.01,100,NSE,EQ,NSE,,
5719297,662WB35-SG,SDL WB 6.62% 2035,,0.0,0.01,100,NSE,EQ,NSE,,
5719553,644MH28-SG,SDL MH 6.44% 2028,,0.0,0.01,100,NSE,EQ,NSE,,
5719809,649MH31-SG,SDL MH 6.49% 2031,,0.0,0.01,100,NSE,EQ,NSE,,
5720065,ALPL30IETF,ICICIPRAMC - ICICIALPLV,,0.0,0.01,1,NSE,EQ,NSE,,
5720833,MACPOWER,MACPOWER CNC MACHINES,,0.0,0.05,1,NSE,EQ,NSE,,
5724673,MCL-BE,MADHAV COPPER,,0.0,0.01,1,NSE,EQ,NSE,,
5725441,ITIETF,ICICIPRAMC - ICICITECH,,0.0,0.01,1,NSE,EQ,NSE,,
5726209,65KA30-SG,SDL KA 6.5% 2030,,0.0,0.01,100,NSE,EQ,NSE,,
5726465,65GA30A-SG,SDL GA 6.5% 2030,,0.0,0.01,100,NSE,EQ,NSE,,
5726721,664KA32-SG,SDL KA 6.64% 2032,,0.0,0.01,100,NSE,EQ,NSE,,
5726977,669TS50-SG,SDL TS 6.69% 2050,,0.0,0.01,100,NSE,EQ,NSE,,
5727233,65RJ30-SG,SDL RJ 6.5% 2030,,0.0,0.01,100,NSE,EQ,NSE,,
5727489,668HR39-SG,SDL HR 6.68% 2039,,0.0,0.01,100,NSE,EQ,NSE,,
5727745,65TN30-SG,SDL TN 6.5% 2030,,0.0,0.01,100,NSE,EQ,NSE,,
5728001,667TN50-SG,SDL TN 6.67% 2050,,0.0,0.01,100,NSE,EQ,NSE,,
5728513,MAXHEALTH,MAX HEALTHCARE INS,,0.0,0.1,1,NSE,EQ,NSE,,
5730561,SGBAUG28V-GB,2.50%GOLDBONDS2028SR-V,,0.0,0.01,1,NSE,EQ,NSE,,
5735681,668GA30-SG,SDL GA 6.68% 2030,,0.0,0.01,100,NSE,EQ,NSE,,
5735937,665GJ30-SG,SDL GJ 6.65% 2030,,0.0,0.01,100,NSE,EQ,NSE,,
5736961,663KA30-SG,SDL KA 6.63% 2030,,0.0,0.01,100,NSE,EQ,NSE,,
5737217,668WB30-SG,SDL WB 6.68% 2030,,0.0,0.01,100,NSE,EQ,NSE,,
5737473,664RJ30-SG,SDL RJ 6.64% 2030,,0.0,0.01,100,NSE,EQ,NSE,,
5737729,666TN30-SG,SDL TN 6.66% 2030,,0.0,0.01,100,NSE,EQ,NSE,,
5737985,667UP30-SG,SDL UP 6.67% 2030,,0.0,0.01,100,NSE,EQ,NSE,,
5738241,LOVABLE,LOVABLE LINGERIE,,0.0,0.01,1,NSE,EQ,NSE,,
5738497,807NIIF39-N1,,,0.0,0.01,1,NSE,EQ,NSE,,
5739777,677KA33-SG,SDL KA 6.77% 2033,,0.0,0.01,100,NSE,EQ,NSE,,
5740033,677AP40-SG,SDL AP 6.77% 2040,,0.0,0.01,100,NSE,EQ,NSE,,
5740289,TOTAL,TOTAL TRANSPORT SYS,,0.0,0.01,1,NSE,EQ,NSE,,
5741569,MAXIND,MAX INDIA,,0.0,0.01,1,NSE,EQ,NSE,,
5742849,HDFCNIFBAN,HDFCAMC - HDFCNIFBAN,,0.0,0.01,1,NSE,EQ,NSE,,
5744129,68GS2060-GS,GOI LOAN  6.8% 2060,,0.0,0.01,1,NSE,EQ,NSE,,
5744641,UTIBANKETF,UTIAMC - UTIBANKETF,,0.0,0.01,1,NSE,EQ,NSE,,
5746433,655AS30A-SG,SDL AS 6.55% 2030,,0.0,0.01,100,NSE,EQ,NSE,,
5746689,645GJ30-SG,SDL GJ 6.45% 2030,,0.0,0.01,100,NSE,EQ,NSE,,
5746945,645ML30-SG,SDL ML 6.45% 2030,,0.0,0.01,100,NSE,EQ,NSE,,
5747201,646RJ30A-SG,SDL RJ 6.46% 2030,,0.0,0.01,100,NSE,EQ,NSE,,
5747457,643UK30-SG,SDL UK 6.43% 2030,,0.0,0.01,100,NSE,EQ,NSE,,
5747713,64KA30A-SG,SDL KA 6.4% 2030,,0.0,0.01,100,NSE,EQ,NSE,,
5747969,668AP35-SG,SDL AP 6.68% 2035,,0.0,0.01,100,NSE,EQ,NSE,,
5748225,661KA35-SG,SDL KA 6.61% 2035,,0.0,0.01,100,NSE,EQ,NSE,,
5748481,668AP39-SG,SDL AP 6.68% 2039,,0.0,0.01,100,NSE,EQ,NSE,,
5748737,67PN40-SG,SDL PN 6.7% 2040,,0.0,0.01,100,NSE,EQ,NSE,,
5748993,671TS50-SG,SDL TS 6.71% 2050,,0.0,0.01,100,NSE,EQ,NSE,,
5750017,810NIIF34-N0,,,0.0,0.01,1,NSE,EQ,NSE,,
5750529,EPACK,EPACK DURABLE,,0.0,0.05,1,NSE,EQ,NSE,,
5751809,LAWSIKHO-SM,ADDICTIVE LEARNING TECH L,,0.0,0.05,500,NSE,EQ,NSE,,
5752833,KONSTELEC-SM,KONSTELEC ENGINEERS,,0.0,0.05,1000,NSE,EQ,NSE,,
5753857,SGBDE31III-GB,2.50%GOLDBONDS2031SR-III,,0.0,0.01,1,NSE,EQ,NSE,,
5754113,NOVAAGRI,NOVA AGRITECH,,0.0,0.01,1,NSE,EQ,NSE,,
5755393,813LTF29-NP,,,0.0,0.01,1,NSE,EQ,NSE,,
5756929,NIFITETF,UTIAMC - NIFITETF,,0.0,0.01,1,NSE,EQ,NSE,,
5757953,76TN31-SG,SDL TN 7.6% 2031,,0.0,0.01,100,NSE,EQ,NSE,,
5758209,76GJ33-SG,SDL GJ 7.6% 2033,,0.0,0.01,100,NSE,EQ,NSE,,
5758465,765CG33-SG,SDL CG 7.65% 2033,,0.0,0.01,100,NSE,EQ,NSE,,
5758721,766RJ33A-SG,SDL RJ 7.66% 2033,,0.0,0.01,100,NSE,EQ,NSE,,
5758977,765GA34-SG,SDL GA 7.65% 2034,,0.0,0.01,100,NSE,EQ,NSE,,
5759233,766RJ34-SG,SDL RJ 7.66% 2034,,0.0,0.01,100,NSE,EQ,NSE,,
5759489,77SK34-SG,SDL SK 7.7% 2034,,0.0,0.01,100,NSE,EQ,NSE,,
5759745,762TN34-SG,SDL TN 7.62% 2034,,0.0,0.01,100,NSE,EQ,NSE,,
5760001,763MH35-SG,SDL MH 7.63% 2035,,0.0,0.01,100,NSE,EQ,NSE,,
5760257,766HR36-SG,SDL HR 7.66% 2036,,0.0,0.01,100,NSE,EQ,NSE,,
5760513,763MH36-SG,SDL MH 7.63% 2036,,0.0,0.01,100,NSE,EQ,NSE,,
5760769,769PN36-SG,SDL PN 7.69% 2036,,0.0,0.01,100,NSE,EQ,NSE,,
5761025,769BR39-SG,SDL BR 7.69% 2039,,0.0,0.01,100,NSE,EQ,NSE,,
5761281,763RJ41-SG,SDL RJ 7.63% 2041,,0.0,0.01,100,NSE,EQ,NSE,,
5761537,767KL43-SG,SDL KL 7.67% 2043,,0.0,0.01,100,NSE,EQ,NSE,,
5761793,767WB43-SG,SDL WB 7.67% 2043,,0.0,0.01,100,NSE,EQ,NSE,,
5762049,767WB44-SG,SDL WB 7.67% 2044,,0.0,0.01,100,NSE,EQ,NSE,,
5762305,755TN54-SG,SDL TN 7.55% 2054,,0.0,0.01,100,NSE,EQ,NSE,,
5763329,885MFL29-NJ,,,0.0,0.01,1,NSE,EQ,NSE,,
5763841,806SDIL29-N0,,,0.0,0.01,1,NSE,EQ,NSE,,
5765121,FONEBOX-ST,FONEBOX RETAIL,,0.0,0.05,1000,NSE,EQ,NSE,,
5765377,NIF5GETF,UTIAMC - NIF5GETF,,0.0,0.01,1,NSE,EQ,NSE,,
5766145,NIF10GETF,UTIAMC - NIF10GETF,,0.0,0.01,1,NSE,EQ,NSE,,
5766913,DELAPLEX-SM,DELAPLEX,,0.0,0.05,600,NSE,EQ,NSE,,
5769473,DHTL-ST,DOCMODE HEALTH TECH,,0.0,0.05,800,NSE,EQ,NSE,,
5770753,875CIFC23B-NJ,,,0.0,0.01,1,NSE,EQ,NSE,,
5771521,CIFC26-NK,,,0.0,0.01,1,NSE,EQ,NSE,,
5773057,85CIFC27-NL,,,0.0,0.01,1,NSE,EQ,NSE,,
5773569,CIF27-NM,,,0.0,0.01,1,NSE,EQ,NSE,,
5774337,86CIFC29-NN,,,0.0,0.01,1,NSE,EQ,NSE,,
5774849,CIF29-NO,,,0.0,0.01,1,NSE,EQ,NSE,,
5775361,MEGATHERM-SM,MEGATHERM INDUCTION,,0.0,0.05,400,NSE,EQ,NSE,,
5776385,860HFL29-N1,,,0.0,0.01,1,NSE,EQ,NSE,,
5776897,BLSE,BLS E-SERVICES,,0.0,0.01,1,NSE,EQ,NSE,,
5778177,BAWEJA-SM,BAWEJA STUDIOS,,0.0,0.05,800,NSE,EQ,NSE,,
5779201,837SMFG29-N2,,,0.0,0.01,1,NSE,EQ,NSE,,
5783553,HEALTHADD,DSPAMC - HEALTHADD,,0.0,0.01,1,NSE,EQ,NSE,,
5784321,HDFCPSUBK,HDFCAMC HDFCPSUBK,,0.0,0.01,1,NSE,EQ,NSE,,
5785601,855NCPL26-N0,,,0.0,0.01,1,NSE,EQ,NSE,,
5786113,PFS,PTC INDIA FIN SERV,,0.0,0.01,1,NSE,EQ,NSE,,
5786369,725GJ26-SG,SDL GJ 7.25% 2026,,0.0,0.01,100,NSE,EQ,NSE,,
5786625,739AP29-SG,SDL AP 7.39% 2029,,0.0,0.01,100,NSE,EQ,NSE,,
5787649,742GJ31-SG,SDL GJ 7.42% 2031,,0.0,0.01,100,NSE,EQ,NSE,,
5787905,751CG32-SG,SDL CG 7.51% 2032,,0.0,0.01,100,NSE,EQ,NSE,,
5788161,749UP34A-SG,SDL UP 7.49% 2034,,0.0,0.01,100,NSE,EQ,NSE,,
5788417,751RJ34-SG,SDL RJ 7.51% 2034,,0.0,0.01,100,NSE,EQ,NSE,,
5788673,752AS34-SG,SDL AS 7.52% 2034,,0.0,0.01,100,NSE,EQ,NSE,,
5788929,748MH35-SG,SDL MH 7.48% 2035,,0.0,0.01,100,NSE,EQ,NSE,,
5789185,749TS35-SG,SDL TS 7.49% 2035,,0.0,0.01,100,NSE,EQ,NSE,,
5789441,749AP36-SG,SDL AP 7.49% 2036,,0.0,0.01,100,NSE,EQ,NSE,,
5789697,749HR36-SG,SDL HR 7.49% 2036,,0.0,0.01,100,NSE,EQ,NSE,,
5789953,749MH36-SG,SDL MH 7.49% 2036,,0.0,0.01,100,NSE,EQ,NSE,,
5790209,749AP39-SG,SDL AP 7.49% 2039,,0.0,0.01,100,NSE,EQ,NSE,,
5790465,752BR39-SG,SDL BR 7.52% 2039,,0.0,0.01,100,NSE,EQ,NSE,,
5790721,748MP40-SG,SDL MP 7.48% 2040,,0.0,0.01,100,NSE,EQ,NSE,,
5790977,752MZ40-SG,SDL MZ 7.52% 2040,,0.0,0.01,100,NSE,EQ,NSE,,
5791233,746AP41A-SG,SDL AP 7.46% 2041,,0.0,0.01,100,NSE,EQ,NSE,,
5791489,748MP41-SG,SDL MP 7.48% 2041,,0.0,0.01,100,NSE,EQ,NSE,,
5791745,752AP43-SG,SDL AP 7.52% 2043,,0.0,0.01,100,NSE,EQ,NSE,,
5792001,746TS45-SG,SDL TS 7.46% 2045,,0.0,0.01,100,NSE,EQ,NSE,,
5792257,748JK54-SG,SDL JK 7.48% 2054,,0.0,0.01,100,NSE,EQ,NSE,,
5794049,769LIC34-N0,,,0.0,0.01,1,NSE,EQ,NSE,,
5794561,8ABHF34-N4,,,0.0,0.01,1,NSE,EQ,NSE,,
5796609,799TCL34-ND,,,0.0,0.01,1,NSE,EQ,NSE,,
5797121,ITALIANE-SM,ITALIAN EDIBLES,,0.0,0.05,2000,NSE,EQ,NSE,,
5798145,PARKHOTELS,PARKHOTELS,,0.0,0.01,1,NSE,EQ,NSE,,
5799425,AAFS27A-N0,,,0.0,0.01,1,NSE,EQ,NSE,,
5799937,SIGNPOST,SIGNPOST INDIA,,0.0,0.01,1,NSE,EQ,NSE,,
5801217,745EXIM28-N0,,,0.0,0.01,1,NSE,EQ,NSE,,
5801729,JSFB,JANA SMALL FIN BANK,,0.0,0.05,1,NSE,EQ,NSE,,
5803009,768SIDB27-N2,,,0.0,0.01,1,NSE,EQ,NSE,,
5803521,RPTECH,RASHI PERIPHERALS,,0.0,0.05,1,NSE,EQ,NSE,,
5804801,CAPITALSFB,CAPITAL SMALL FIN BANK L,,0.0,0.05,1,NSE,EQ,NSE,,
5806081,NDRINVIT-IV,NDR INVIT TRUST,,0.0,0.01,25000,NSE,EQ,NSE,,
5807105,799TCL29-NE,,,0.0,0.01,1,NSE,EQ,NSE,,
5808129,ALPEXSOLAR-SM,ALPEX SOLAR,,0.0,0.05,100,NSE,EQ,NSE,,
5809153,744CG30-SG,SDL CG 7.44% 2030,,0.0,0.01,100,NSE,EQ,NSE,,
5809409,743GJ31-SG,SDL GJ 7.43% 2031,,0.0,0.01,100,NSE,EQ,NSE,,
5809665,743CG29-SG,SDL CG 7.43% 2029,,0.0,0.01,100,NSE,EQ,NSE,,
5809921,745AS31-SG,SDL AS 7.45% 2031,,0.0,0.01,100,NSE,EQ,NSE,,
5810177,746CG31-SG,SDL CG 7.46% 2031,,0.0,0.01,100,NSE,EQ,NSE,,
5810433,742GJ33-SG,SDL GJ 7.42% 2033,,0.0,0.01,100,NSE,EQ,NSE,,
5810689,746CG33-SG,SDL CG 7.46% 2033,,0.0,0.01,100,NSE,EQ,NSE,,
5810945,747HR36-SG,SDL HR 7.47% 2036,,0.0,0.01,100,NSE,EQ,NSE,,
5811201,745AP38-SG,SDL AP 7.45% 2038,,0.0,0.01,100,NSE,EQ,NSE,,
5811457,744AP39-SG,SDL AP 7.44% 2039,,0.0,0.01,100,NSE,EQ,NSE,,
5811713,749BR39-SG,SDL BR 7.49% 2039,,0.0,0.01,100,NSE,EQ,NSE,,
5811969,748WB43-SG,SDL WB 7.48% 2043,,0.0,0.01,100,NSE,EQ,NSE,,
5812225,748AP44-SG,SDL AP 7.48% 2044,,0.0,0.01,100,NSE,EQ,NSE,,
5812481,748WB44-SG,SDL WB 7.48% 2044,,0.0,0.01,100,NSE,EQ,NSE,,
5812737,744TS46-SG,SDL TS 7.44% 2046,,0.0,0.01,100,NSE,EQ,NSE,,
5812993,746JK49-SG,SDL JK 7.46% 2049,,0.0,0.01,100,NSE,EQ,NSE,,
5814785,POLYSIL-ST,POLYSIL IRRIGATION SYST L,,0.0,0.05,500,NSE,EQ,NSE,,
5815553,ENTERO,ENTERO HEALTHCARE SOLU L,,0.0,0.1,1,NSE,EQ,NSE,,
5816833,LICNMID100,LICNAMC - LICNMID100,,0.0,0.01,1,NSE,EQ,NSE,,
5818369,WTICAB-ST,WISE TRAVEL INDIA,,0.0,0.05,500,NSE,EQ,NSE,,
5818881,VSTL,VIBHOR STEEL TUBES,,0.0,0.01,1,NSE,EQ,NSE,,
5820161,748IRFC34A-NQ,,,0.0,0.01,1,NSE,EQ,NSE,,
5820673,890NCPL28-N1,,,0.0,0.01,1,NSE,EQ,NSE,,
5821185,MON100,MOTILAL OS NASDAQ100 ETF,,0.0,0.01,1,NSE,EQ,NSE,,
5821697,735PY27-SG,SDL PY 7.35% 2027,,0.0,0.01,100,NSE,EQ,NSE,,
5821953,744CG29-SG,SDL CG 7.44% 2029,,0.0,0.01,100,NSE,EQ,NSE,,
5822209,747CG30A-SG,SDL CG 7.47% 2030,,0.0,0.01,100,NSE,EQ,NSE,,
5822465,747CG31-SG,SDL CG 7.47% 2031,,0.0,0.01,100,NSE,EQ,NSE,,
5822721,748CG32-SG,SDL CG 7.48% 2032,,0.0,0.01,100,NSE,EQ,NSE,,
5822977,748KA33-SG,SDL KA 7.48% 2033,,0.0,0.01,100,NSE,EQ,NSE,,
5823233,744TN34-SG,SDL TN 7.44% 2034,,0.0,0.01,100,NSE,EQ,NSE,,
5823489,748RJ34-SG,SDL RJ 7.48% 2034,,0.0,0.01,100,NSE,EQ,NSE,,
